,name,first_class,2nd_class_W,2nd_class_S,3rd_class_W,3rd_class_S,4th_class_W,4th_class_S,first_class_names,2nd_class_W_names,2nd_class_S_names,3rd_class_W_names,3rd_class_S_names,4th_class_W_names,4th_class_S_names,filename,text_label,cluster
20,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\27.txt,2.0221238938053103,0.8008849557522124,6.160000000000001,0.9086164361858634,2.8800000000000003,0.11946902654867254,0.08,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_simple, sent_two_homogen, sent_three_homogen, no_predic, verbs_pers,","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num, particip_clause",27.txt,2,3
21,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\28.txt,1.9703264094955493,0.7507418397626113,5.375,0.8622084475488322,3.15625,0.1810089020771513,0.375,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_two_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num, particip_clause",28.txt,2,1
22,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\29.txt,2.0,0.6704545454545453,8.61111111111111,1.2146103896103897,3.2222222222222223,0.1590909090909091,0.4444444444444444,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers,","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num, particip_clause",29.txt,2,0
23,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\3.txt,1.9417475728155336,0.6990291262135921,6.899999999999999,0.5754679865473697,2.2,0.17475728155339804,0.0,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers,","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, four_syl_cc_on_the_edge, adv, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,",,3.txt,1,3
24,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\30.txt,1.9947089947089949,0.6984126984126985,8.071428571428571,0.7226489161973033,3.071428571428572,0.13756613756613756,0.2857142857142857,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern,","nom, acc, dat, abl, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, adv, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num,",30.txt,2,0
25,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\31.txt,2.114285714285714,0.7306122448979593,5.724137931034483,0.8365265396624281,1.4482758620689653,0.09387755102040816,0.20689655172413796,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern,","nom, acc, dat, abl, sent_simple, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num,",31.txt,2,1
26,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\32.txt,1.9578947368421051,0.7789473684210526,8.571428571428571,1.8810074428495482,2.7857142857142856,0.14210526315789473,0.42857142857142855,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_two_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num,",32.txt,2,0
27,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\33.txt,1.9826388888888888,0.7395833333333333,6.592592592592593,1.0282971521942108,2.4444444444444438,0.1388888888888889,0.3703703703703704,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_simple, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num, particip_clause",33.txt,2,3
28,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\34.txt,2.009009009009009,0.7612612612612613,6.952380952380952,1.158152054493518,2.0476190476190474,0.1216216216216216,0.19047619047619047,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num,",34.txt,2,3
29,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\35.txt,1.991452991452992,0.7692307692307693,6.4,0.8258804396003252,2.12,0.13247863247863248,0.32,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, adv, numeral, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num, particip_clause",35.txt,2,3
30,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\36.txt,1.9834710743801651,0.7768595041322314,4.857142857142857,0.7605667060212514,2.357142857142857,0.19834710743801653,0.3571428571428571,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_simple, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers,","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, adv, numeral, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num, particip_clause",36.txt,3,1
31,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\37.txt,2.1986754966887414,0.7880794701986755,4.947368421052632,0.5971302428256071,2.1578947368421053,0.11920529801324505,0.15789473684210525,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_simple, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge,","alt_conjs_num,",37.txt,3,1
32,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\38.txt,1.932960893854749,0.7681564245810056,6.6875,0.7349640861931365,2.25,0.1675977653631285,0.21875,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_simple, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge, rare_obsol,","alt_conjs_num, particip_clause",38.txt,3,3
33,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\39.txt,1.7742718446601944,0.7233009708737863,6.1000000000000005,0.7778487480838017,2.125,0.15776699029126212,0.15000000000000002,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_simple, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num, particip_clause",39.txt,3,3
34,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\4.txt,1.6875,0.671875,4.999999999999999,0.5794101731601731,1.6363636363636365,0.25,0.0,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern,","nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, four_syl_cc_on_the_edge, adv, a_pro,","gen, ins, coord_conjs_num, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,",,4.txt,1,1
35,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\40.txt,1.818181818181818,0.6711229946524064,6.411764705882352,0.7343814331170021,2.1764705882352944,0.13368983957219252,0.4411764705882353,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_simple, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num, particip_clause",40.txt,3,3
36,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\41.txt,1.822429906542056,0.7258566978193146,7.4,0.8300147047649695,2.12,0.17133956386292834,0.24,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num,",41.txt,3,3
37,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\42.txt,1.850162866449512,0.7003257328990229,6.90909090909091,0.8005250372660522,3.045454545454545,0.13029315960912052,0.18181818181818185,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_simple, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num, particip_clause",42.txt,3,3
38,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\43.txt,1.9090909090909092,0.6640316205533596,8.157894736842103,0.7555171277997365,2.8947368421052637,0.20553359683794464,0.3157894736842105,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_two_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num, particip_clause",43.txt,3,0
39,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\44.txt,1.9012875536480691,0.7682403433476395,7.5294117647058805,1.4201376464002282,3.0588235294117654,0.1502145922746781,0.1176470588235294,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num,",44.txt,3,0
40,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\45.txt,1.984756097560976,0.7408536585365855,7.7200000000000015,0.8202995252768367,2.96,0.1097560975609756,0.48,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, adv, numeral, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num, particip_clause",45.txt,4,0
41,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\46.txt,2.1422413793103448,0.7435344827586207,7.097560975609758,1.0264446185997909,2.5121951219512204,0.13362068965517246,0.36585365853658536,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_simple, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, adv, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num, particip_clause",46.txt,4,3
42,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\47.txt,1.9599303135888504,0.7578397212543554,6.263157894736843,0.8492195337698623,2.2280701754385963,0.13414634146341464,0.21052631578947367,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_simple, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num, particip_clause",47.txt,4,3
43,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\48.txt,1.8612244897959185,0.7673469387755103,6.541666666666666,1.044139194139194,2.1666666666666665,0.1795918367346939,0.2916666666666667,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_simple, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, adv, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num, particip_clause",48.txt,4,3
44,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\49.txt,1.858376511226252,0.618307426597582,13.5,0.6803681523261293,4.678571428571429,0.15198618307426598,0.3214285714285714,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num, particip_clause",49.txt,4,2
45,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\5.txt,1.7685185185185186,0.5925925925925926,5.125,0.5305820105820106,1.375,0.0925925925925926,0.0,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_two_homogen, no_predic, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, four_syl_cc_on_the_edge, adv, numeral, a_pro,","gen, ins, coord_conjs_num, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,",,5.txt,1,1
46,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\50.txt,1.7861163227016887,0.6191369606003753,8.179487179487179,1.0018371175862466,2.8717948717948723,0.1726078799249531,0.15384615384615385,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num, particip_clause",50.txt,4,0
47,C:\Users\Mike\PycharmProjects\readability\labeled_data_december\51.txt,1.8542274052478132,0.6618075801749272,6.7586206896551735,0.6072336582540664,2.4482758620689653,0.18075801749271134,0.4137931034482759,"stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl","one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,","nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers,","one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,","gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro","three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,","alt_conjs_num, particip_clause",51.txt,4,3
