text,stressed_first_v_W,c_in_the_end_W,c_in_the_beginning_W,two_syl_open_syls_W,three_syl_open_syls_W,one_syl_W,two_syl_W,one_syl_cvc_W,one_syl_begin_cc_W,two_syl_begin_cc_W,two_syl_1th_stressed_W,three_syl_2nd_stressed_W,two_syl_2nd_stressed_W,three_syl_1th_stressed_W,three_syl_cv_pattern_W,four_syl_cv_pattern_W,nom_W,acc_W,dat_W,abl_W,sent_simple_S,sent_two_homogen_S,sent_three_homogen_S,no_predic_S,sent_complic_soch_S,verbs_pers_S,parenth_S,one_syl_end_cc_W,two_syl_middle_cc_W,three_syl_begin_cc_W,three_syl_middle_cc_W,three_syl_end_cc_W,four_syl_cc_on_the_edge_W,five_syl_cv_pattern_W,adv_W,gen_W,ins_W,numeral_W,a_pro_W,coord_conjs_num_S,sent_complic_depend_S,inverse_S,s_pro_S,three_syl_3rd_stressed_W,three_syl_cc_on_the_edge_W,five_syl_cc_on_the_edge_W,rare_obsol_W,foreign_W,alt_conjs_num_S,particip_clause_S
Большой ложкой мы едим суп. Ложку мы держим в правой руке и не набираем её до краёв. Закончив с едой <comma>  мы должны положить ложку в тарелку.
Маленькой ложкой мы едим торт <comma>  желе <comma>  мороженое и компот. Маленькую ложку мы тоже держим в правой руке. Кусочки из компота нельзя выплёвывать в ладонь или на стол. Мы беззвучно сплёвываем их в ложечку <comma>  поднося её к губам <comma>  и складываем в блюдечко.
Запомни: облизывать ложки нельзя!
Большой вилкой мы едим второе <comma>  закуски. Держим мы её в левой руке. Если мы хотим взять такой вилкой кусочек пищи <comma>  то поворачиваем прибор выпуклой стороной <comma>  «спинкой» <comma>  вверх.,и <delim> и <delim> из <delim> или <delim> их <delim> и <delim> если,большой <delim> ложкой <delim> едим <delim> суп <delim> держим <delim> правой <delim> набираем <delim> краёв <delim> закончив <delim> едой <delim> положить <delim> маленькой <delim> ложкой <delim> едим <delim> торт <delim> компот <delim> держим <delim> правой <delim> из <delim> выплёвывать <delim> ладонь <delim> стол <delim> сплёвываем <delim> их <delim> губам <delim> складываем <delim> облизывать <delim> большой <delim> вилкой <delim> едим <delim> держим <delim> левой <delim> хотим <delim> взять <delim> такой <delim> вилкой <delim> кусочек <delim> поворачиваем <delim> прибор <delim> выпуклой <delim> стороной <delim> спинкой <delim> вверх,большой <delim> ложкой <delim> мы <delim> суп <delim> ложку <delim> мы <delim> держим <delim> правой <delim> руке <delim> не <delim> набираем <delim> до <delim> краёв <delim> закончив <delim> мы <delim> должны <delim> положить <delim> ложку <delim> тарелку <delim> маленькой <delim> ложкой <delim> мы <delim> торт <delim> желе <delim> мороженое <delim> компот <delim> маленькую <delim> ложку <delim> мы <delim> тоже <delim> держим <delim> правой <delim> руке <delim> кусочки <delim> компота <delim> нельзя <delim> выплёвывать <delim> ладонь <delim> на <delim> стол <delim> мы <delim> беззвучно <delim> сплёвываем <delim> ложечку <delim> поднося <delim> губам <delim> складываем <delim> блюдечко <delim> запомни <delim> ложки <delim> нельзя <delim> большой <delim> вилкой <delim> мы <delim> второе <delim> закуски <delim> держим <delim> мы <delim> левой <delim> руке <delim> мы <delim> хотим <delim> взять <delim> такой <delim> вилкой <delim> кусочек <delim> пищи <delim> то <delim> поворачиваем <delim> прибор <delim> выпуклой <delim> стороной <delim> спинкой <delim> вверх,руке <delim> её <delim> желе <delim> тоже <delim> руке <delim> или <delim> её <delim> её <delim> руке <delim> если <delim> пищи,второе <delim> закуски,мы <delim> суп <delim> мы <delim> и <delim> не <delim> до <delim> мы <delim> мы <delim> торт <delim> и <delim> мы <delim> из <delim> на <delim> стол <delim> мы <delim> их <delim> и <delim> мы <delim> мы <delim> мы <delim> взять <delim> то <delim> вверх,большой <delim> ложкой <delim> едим <delim> ложку <delim> держим <delim> правой <delim> руке <delim> её <delim> краёв <delim> едой <delim> должны <delim> ложку <delim> ложкой <delim> едим <delim> желе <delim> компот <delim> ложку <delim> тоже <delim> держим <delim> правой <delim> руке <delim> нельзя <delim> ладонь <delim> или <delim> её <delim> губам <delim> ложки <delim> нельзя <delim> большой <delim> вилкой <delim> едим <delim> держим <delim> её <delim> левой <delim> руке <delim> если <delim> хотим <delim> такой <delim> вилкой <delim> пищи <delim> прибор <delim> спинкой,суп,стол <delim> взять <delim> вверх,правой <delim> краёв <delim> правой <delim> прибор <delim> спинкой,ложкой <delim> ложку <delim> держим <delim> правой <delim> ложку <delim> ложкой <delim> ложку <delim> тоже <delim> держим <delim> правой <delim> или <delim> губам <delim> ложки <delim> вилкой <delim> держим <delim> левой <delim> если <delim> вилкой <delim> пищи <delim> спинкой,закончив <delim> тарелку <delim> кусочки <delim> компота <delim> беззвучно <delim> запомни <delim> второе <delim> закуски <delim> кусочек,большой <delim> едим <delim> руке <delim> её <delim> краёв <delim> едой <delim> должны <delim> едим <delim> желе <delim> компот <delim> руке <delim> нельзя <delim> ладонь <delim> её <delim> нельзя <delim> большой <delim> едим <delim> её <delim> руке <delim> хотим <delim> такой <delim> прибор,маленькой <delim> ложечку <delim> блюдечко <delim> выпуклой,кусочек,,мы <delim> мы <delim> мы <delim> мы <delim> компот <delim> мы <delim> Кусочки <delim> Мы <delim> мы <delim> мы <delim> мы,суп <delim> Ложку <delim> её <delim> ложку <delim> тарелку <delim> торт <delim> мороженое <delim> Маленькую <delim> ложку <delim> ладонь <delim> стол <delim> их <delim> ложечку <delim> её <delim> блюдечко <delim> ложки <delim> второе <delim> её <delim> такой <delim> кусочек <delim> прибор,губам,,,Ложку мы держим в правой руке и не набираем её до краёв . <delim> Кусочки из компота нельзя выплёвывать в ладонь или на стол . <delim> Мы беззвучно сплёвываем их в ложечку  <comma>  поднося её к губам  <comma>  и складываем в блюдечко . <delim> Если мы хотим взять такой вилкой кусочек пищи  <comma>  то поворачиваем прибор выпуклой стороной  <comma>  « спинкой »  <comma>  вверх .,,Кусочки из компота нельзя выплёвывать в ладонь или на стол . <delim> Запомни : облизывать ложки нельзя ! <delim> , <delim> Ложку мы держим в правой руке и не набираем её до краёв . <delim> Маленькой ложкой мы едим торт  <comma>  желе  <comma>  мороженое и компот . <delim> Кусочки из компота нельзя выплёвывать в ладонь или на стол . <delim> Мы беззвучно сплёвываем их в ложечку  <comma>  поднося её к губам  <comma>  и складываем в блюдечко .,едим <delim> держим <delim> набираем <delim> едим <delim> держим <delim> сплёвываем <delim> складываем <delim> Запомни <delim> едим <delim> Держим <delim> хотим <delim> поворачиваем,,торт <delim> взять <delim> вверх,большой <delim> ложкой <delim> ложку <delim> держим <delim> должны <delim> ложку <delim> ложкой <delim> компот <delim> ложку <delim> держим <delim> нельзя <delim> ложки <delim> нельзя <delim> большой <delim> вилкой <delim> держим <delim> если <delim> вилкой <delim> спинкой,блюдечко <delim> второе <delim> стороной,закончив <delim> тарелку <delim> маленькой <delim> кусочки <delim> компота <delim> беззвучно <delim> ложечку <delim> поднося <delim> блюдечко <delim> запомни <delim> закуски <delim> выпуклой,положить,маленькую <delim> облизывать,,нельзя <delim> беззвучно <delim> нельзя <delim> вверх,краёв <delim> компота <delim> закуски <delim> пищи,Большой <delim> ложкой <delim> едой <delim> Маленькой <delim> ложкой <delim> Большой <delim> вилкой <delim> вилкой <delim> выпуклой <delim> стороной <delim> спинкой,,,и <delim> и <delim> или <delim> и <delim> то, <delim> Если мы хотим взять такой вилкой кусочек пищи  <comma>  то поворачиваем прибор выпуклой стороной  <comma>  « спинкой »  <comma>  вверх .,Держим мы её в левой руке .,мы <delim> мы <delim> её <delim> мы <delim> мы <delim> мы <delim> Мы <delim> их <delim> её <delim> мы <delim> мы <delim> её <delim> мы <delim> такой,положить <delim> поднося <delim> стороной,закончив <delim> тарелку <delim> маленькой <delim> кусочки <delim> компота <delim> беззвучно <delim> ложечку <delim> поднося <delim> блюдечко <delim> запомни,,,,,
