filename, Flesch-Kincaid, Coleman-Liau index, Dale-Chale readability formula, readability level (SMOG), Automated Readability Index, # of chars, # of spaces, # of letters, # of words, # of sentences, # of complex words, # of simple words, average # of words per sentence, average # of syllables per sentence, % of complex words
453218.txt, 4.36, 4.155, 3.736, 4.304, 4.61, 46657, 6163, 36591, 6787, 1002, 232, 6555, 6.773, 2.303, 3.418
453238_1.txt, 5.691, 5.261, 4.559, 5.181, 5.701, 9835, 1409, 7584, 1366, 193, 65, 1301, 7.078, 2.39, 4.758
453238_10.txt, 3.152, 2.879, 3.006, 3.42, 3.344, 13059, 1944, 9973, 1917, 296, 43, 1874, 6.476, 2.225, 2.243
453238_2.txt, 3.976, 3.453, 4.123, 4.705, 3.938, 18245, 2660, 14043, 2653, 404, 112, 2541, 6.567, 2.281, 4.222
453238_3.txt, 3.295, 3.329, 3.644, 4.159, 3.259, 32911, 4950, 25326, 4929, 648, 140, 4789, 7.606, 2.21, 2.84
453238_4.txt, 2.794, 3.281, 3.493, 3.967, 3.244, 16417, 2480, 12588, 2449, 326, 64, 2385, 7.512, 2.176, 2.613
453238_5.txt, 3.796, 3.739, 3.973, 4.573, 3.938, 36499, 5429, 28009, 5317, 745, 195, 5122, 7.137, 2.255, 3.667
453238_6.txt, 4.159, 4.486, 3.87, 4.423, 4.441, 12612, 1804, 9857, 1856, 233, 57, 1799, 7.966, 2.262, 3.071
453238_7.txt, 2.531, 2.693, 3.233, 3.688, 2.912, 20451, 3094, 15486, 3026, 443, 75, 2951, 6.831, 2.173, 2.479
453238_8.txt, 1.457, 1.488, 2.823, 3.21, 2.025, 7380, 1137, 5509, 1100, 180, 23, 1077, 6.111, 2.114, 2.091
453238_9.txt, 2.805, 2.363, 3.565, 4.11, 2.735, 19399, 2920, 14648, 2870, 441, 93, 2777, 6.508, 2.2, 3.24
453312_1.txt, 3.84, 3.727, 4.542, 5.138, 4.092, 7293, 1104, 5577, 1051, 154, 51, 1000, 6.825, 2.265, 4.853
453312_2.txt, 3.232, 3.794, 3.761, 4.242, 3.547, 9265, 1393, 7225, 1402, 169, 38, 1364, 8.296, 2.19, 2.71
453312_3.txt, 4.179, 4.152, 3.875, 4.413, 3.994, 12556, 1886, 9823, 1878, 230, 56, 1822, 8.165, 2.259, 2.982
453312_4.txt, 2.472, 1.94, 3.256, 3.693, 1.922, 7394, 1158, 5567, 1125, 159, 27, 1098, 7.075, 2.164, 2.4
453312_5.txt, 2.39, 2.483, 2.949, 3.268, 2.606, 13817, 2092, 10628, 2099, 302, 40, 2059, 6.95, 2.161, 1.906
453313.txt, 3.767, 4.02, 3.8, 4.372, 4.185, 45275, 6701, 35078, 6618, 908, 217, 6401, 7.289, 2.25, 3.279
453314.txt, 4.401, 4.449, 3.954, 4.544, 4.492, 46264, 6832, 35800, 6716, 871, 225, 6491, 7.711, 2.285, 3.35
453315_1.txt, 3.415, 3.533, 3.347, 3.8, 3.659, 16675, 2528, 12787, 2450, 339, 61, 2389, 7.227, 2.227, 2.49
453315_2.txt, 5.128, 5.107, 4.008, 4.559, 4.99, 10126, 1477, 7881, 1466, 173, 45, 1421, 8.474, 2.319, 3.07
453315_3.txt, 4.663, 4.236, 3.912, 4.505, 4.47, 12931, 1938, 9870, 1845, 256, 65, 1780, 7.207, 2.315, 3.523
453315_4.txt, 4.756, 4.624, 4.456, 5.116, 4.701, 3602, 522, 2763, 515, 67, 22, 493, 7.687, 2.311, 4.272
453315_5.txt, 5.808, 6.064, 5.214, 5.971, 5.76, 11667, 1712, 9184, 1695, 165, 74, 1621, 10.273, 2.327, 4.366
453315_6.txt, 4.461, 3.9, 4.05, 4.644, 4.328, 9536, 1466, 7229, 1352, 200, 54, 1298, 6.76, 2.311, 3.994
453315_7.txt, 3.498, 2.672, 3.065, 3.54, 3.727, 3148, 466, 2326, 439, 77, 12, 427, 5.701, 2.267, 2.733
453316_1.txt, 3.223, 4.487, 3.651, 3.944, 4.15, 18075, 2702, 14090, 2701, 299, 58, 2643, 9.033, 2.173, 2.147
453316_10.txt, 5.657, 6.177, 4.698, 5.4, 6.162, 8724, 1258, 6822, 1228, 142, 52, 1176, 8.648, 2.353, 4.235
453316_2.txt, 7.055, 7.433, 6.795, 7.788, 7.251, 4021, 565, 3247, 584, 47, 36, 548, 12.426, 2.366, 6.164
453316_3.txt, 5.065, 5.054, 4.807, 5.523, 4.807, 10269, 1535, 7981, 1499, 167, 64, 1435, 8.976, 2.304, 4.27
453316_4.txt, 6.537, 6.635, 5.773, 6.538, 6.339, 5445, 793, 4326, 798, 65, 35, 763, 12.277, 2.333, 4.386
453316_5.txt, 5.224, 5.348, 4.862, 5.501, 5.673, 11512, 1659, 8979, 1622, 221, 84, 1538, 7.339, 2.351, 5.179
453316_6.txt, 5.576, 5.182, 4.383, 5.037, 5.107, 7614, 1116, 5961, 1104, 132, 42, 1062, 8.364, 2.353, 3.804
453316_7.txt, 4.423, 4.794, 3.635, 4.054, 4.672, 6637, 966, 5203, 976, 117, 24, 952, 8.342, 2.273, 2.459
453316_8.txt, 3.308, 3.251, 3.302, 3.769, 3.484, 16708, 2487, 12864, 2472, 356, 63, 2409, 6.944, 2.225, 2.549
453316_9.txt, 4.03, 4.97, 4.105, 4.686, 4.835, 12061, 1783, 9065, 1694, 200, 55, 1639, 8.47, 2.242, 3.247
453317_1.txt, 3.248, 2.82, 3.405, 3.913, 3.095, 10094, 1558, 7663, 1488, 220, 42, 1446, 6.764, 2.225, 2.823
453317_10.txt, 4.408, 4.362, 4.042, 4.652, 4.445, 10661, 1600, 8201, 1539, 203, 55, 1484, 7.581, 2.288, 3.574
453317_11.txt, 0.94, 1.094, 2.937, 3.369, 1.639, 5951, 953, 4450, 899, 149, 21, 878, 6.034, 2.079, 2.336
453317_12.txt, 3.217, 2.856, 3.538, 4.078, 3.381, 12682, 1961, 9617, 1845, 289, 60, 1785, 6.384, 2.231, 3.252
453317_13.txt, 2.847, 2.566, 3.302, 3.807, 3.117, 6201, 961, 4688, 906, 144, 26, 880, 6.292, 2.208, 2.87
453317_14.txt, 5.082, 5.499, 4.079, 4.66, 5.461, 6615, 961, 5215, 956, 114, 31, 925, 8.386, 2.318, 3.243
453317_15.txt, 3.914, 3.921, 4.161, 4.694, 3.485, 1742, 266, 1353, 265, 29, 8, 257, 9.138, 2.219, 3.019
453317_16.txt, 2.439, 2.546, 2.766, 3.03, 2.82, 1976, 304, 1507, 295, 44, 5, 290, 6.705, 2.169, 1.695
453317_17.txt, 3.714, 4.456, 3.727, 4.281, 4.642, 6711, 994, 5187, 966, 131, 30, 936, 7.374, 2.244, 3.106
453317_18.txt, 3.623, 2.858, 3.776, 4.29, 3.875, 4089, 631, 3069, 577, 100, 23, 554, 5.77, 2.274, 3.986
453317_19.txt, 4.803, 5.083, 3.907, 4.498, 5.506, 4068, 614, 3081, 558, 79, 20, 538, 7.063, 2.328, 3.584
453317_2.txt, 7.425, 7.736, 6.751, 7.707, 7.64, 3339, 475, 2704, 485, 36, 27, 458, 13.472, 2.369, 5.567
453317_3.txt, 4.631, 4.905, 3.835, 4.158, 4.555, 5662, 863, 4359, 828, 88, 19, 809, 9.409, 2.263, 2.295
453317_4.txt, 3.318, 3.741, 3.947, 4.514, 3.554, 8373, 1298, 6383, 1236, 153, 39, 1197, 8.078, 2.201, 3.155
453317_5.txt, 7.319, 6.912, 6.849, 7.822, 6.71, 6097, 884, 4863, 897, 66, 51, 846, 13.591, 2.359, 5.686
453317_6.txt, 4.747, 5.073, 4.744, 5.449, 4.824, 3667, 559, 2828, 531, 59, 22, 509, 9.0, 2.281, 4.143
453317_7.txt, 3.748, 3.627, 3.928, 4.523, 3.785, 8244, 1249, 6331, 1208, 168, 43, 1165, 7.19, 2.251, 3.56
453317_8.txt, 3.036, 3.69, 4.81, 5.511, 3.475, 4148, 634, 3187, 619, 76, 29, 590, 8.145, 2.179, 4.685
453317_9.txt, 3.094, 3.335, 3.518, 4.004, 3.318, 10351, 1626, 7905, 1534, 205, 41, 1493, 7.483, 2.198, 2.673
453318_brontya.txt, 4.373, 4.801, 5.132, 5.855, 4.689, 6538, 972, 5143, 964, 116, 50, 914, 8.31, 2.27, 5.187
453318_ob-odnom-prividenii.txt, 4.482, 3.22, 5.527, 6.09, 3.281, 7286, 1104, 5626, 1091, 150, 70, 1021, 7.273, 2.301, 6.416
453318_propavshie-gosti.txt, 5.021, 4.498, 5.305, 5.845, 4.889, 6577, 960, 5107, 941, 135, 58, 883, 6.97, 2.345, 6.164
453318_svoi-chelovek-v-proshlom.txt, 4.852, 5.451, 4.815, 5.533, 5.291, 4754, 711, 3726, 689, 78, 30, 659, 8.833, 2.292, 4.354
453318_tuteksy.txt, 6.065, 5.843, 5.897, 6.526, 5.993, 6887, 998, 5432, 977, 123, 66, 911, 7.943, 2.397, 6.755
453318_vmesto-predisloviya.txt, 6.73, 6.464, 5.819, 6.666, 6.153, 1916, 284, 1528, 281, 25, 14, 267, 11.24, 2.37, 4.982
453318_ya_nabirayu_nomer.txt, 3.254, 1.45, 4.267, 4.814, 1.859, 2592, 404, 1935, 389, 62, 18, 371, 6.274, 2.237, 4.627
453318_zastenchivyi-shusha.txt, 5.477, 5.266, 5.227, 5.915, 5.338, 6923, 1015, 5412, 992, 125, 55, 937, 7.936, 2.356, 5.544
453319.txt, 3.327, 2.208, 3.426, 3.88, 3.885, 426996, 63239, 323650, 60476, 11916, 2236, 58240, 5.075, 2.269, 3.697
453320.txt, 3.3, 2.897, 3.599, 4.137, 3.648, 312097, 47232, 237316, 45045, 7400, 1581, 43464, 6.087, 2.244, 3.51
453320_1.txt, 3.003, 2.293, 4.093, 4.591, 3.196, 9474, 1471, 7110, 1365, 235, 62, 1303, 5.809, 2.229, 4.542
453320_10.txt, 3.474, 3.151, 3.719, 4.282, 3.592, 10869, 1673, 8260, 1577, 240, 55, 1522, 6.571, 2.245, 3.488
453320_11.txt, 3.121, 3.237, 3.601, 4.138, 3.373, 7051, 1079, 5349, 1033, 145, 31, 1002, 7.124, 2.208, 3.001
453320_12.txt, 3.744, 3.733, 3.831, 4.413, 3.973, 14945, 2274, 11467, 2173, 308, 75, 2098, 7.055, 2.254, 3.451
453320_13.txt, 3.775, 4.241, 4.294, 4.938, 4.114, 20403, 3099, 15883, 3024, 373, 114, 2910, 8.107, 2.232, 3.77
453320_14.txt, 3.66, 3.541, 3.45, 3.959, 3.814, 12764, 1928, 9709, 1847, 266, 52, 1795, 6.944, 2.25, 2.815
453320_15.txt, 3.039, 2.94, 3.343, 3.847, 3.352, 13830, 2117, 10555, 2030, 309, 57, 1973, 6.57, 2.215, 2.808
453320_16.txt, 3.411, 3.574, 3.534, 4.015, 3.549, 8941, 1358, 6840, 1319, 174, 35, 1284, 7.58, 2.218, 2.654
453320_17.txt, 3.564, 3.618, 4.033, 4.629, 3.974, 12318, 1857, 9407, 1779, 261, 70, 1709, 6.816, 2.246, 3.935
453320_18.txt, 3.018, 2.346, 3.541, 4.074, 3.015, 9232, 1417, 6991, 1353, 222, 46, 1307, 6.095, 2.224, 3.4
453320_19.txt, 2.719, 3.041, 3.156, 3.608, 3.453, 12926, 1976, 9762, 1872, 284, 46, 1826, 6.592, 2.192, 2.457
453320_2.txt, 4.743, 5.097, 4.584, 5.269, 5.055, 15186, 2256, 11703, 2168, 264, 92, 2076, 8.212, 2.298, 4.244
453320_20.txt, 2.943, 3.22, 3.664, 4.196, 3.198, 19123, 2985, 14630, 2849, 382, 84, 2765, 7.458, 2.188, 2.948
453320_21.txt, 3.087, 3.5, 3.09, 3.261, 3.316, 9642, 1473, 7445, 1451, 182, 24, 1427, 7.973, 2.187, 1.654
453320_22.txt, 3.39, 3.988, 3.778, 4.303, 3.877, 19739, 3026, 15079, 2888, 363, 84, 2804, 7.956, 2.208, 2.909
453320_23.txt, 2.583, 2.467, 3.667, 4.212, 3.102, 7390, 1139, 5613, 1084, 176, 39, 1045, 6.159, 2.192, 3.598
453320_24.txt, 3.493, 3.951, 3.629, 4.147, 4.002, 16168, 2474, 12347, 2347, 312, 67, 2280, 7.522, 2.225, 2.855
453320_3.txt, 4.881, 4.762, 4.094, 4.696, 5.24, 11761, 1739, 9021, 1644, 239, 66, 1578, 6.879, 2.338, 4.015
453320_4.txt, 4.825, 4.885, 4.133, 4.755, 5.147, 14437, 2138, 11160, 2047, 279, 79, 1968, 7.337, 2.323, 3.859
453320_5.txt, 4.086, 3.854, 3.893, 4.454, 4.56, 12109, 1805, 9224, 1707, 270, 67, 1640, 6.322, 2.294, 3.925
453320_6.txt, 3.761, 3.207, 4.014, 4.612, 3.454, 8572, 1303, 6610, 1271, 184, 49, 1222, 6.908, 2.258, 3.855
453320_7.txt, 3.032, 3.266, 4.018, 4.621, 3.16, 14897, 2331, 11314, 2210, 288, 77, 2133, 7.674, 2.19, 3.484
453320_8.txt, 4.672, 5.241, 4.547, 5.141, 5.823, 9662, 1410, 7454, 1335, 196, 65, 1270, 6.811, 2.324, 4.869
453320_9.txt, 4.385, 4.245, 4.766, 5.404, 4.436, 17680, 2650, 13606, 2548, 349, 128, 2420, 7.301, 2.293, 5.024
453321.txt, 2.773, 1.91, 3.442, 3.944, 2.981, 412555, 62547, 309620, 59716, 10709, 2077, 57639, 5.576, 2.218, 3.478
453332.txt, 4.03, 0, 2.66, 2.702, 4.893, 397537, 51326, 294362, 52310, 20775, 1869, 50441, 2.518, 2.375, 3.573
453332_12-topolei.txt, 6.742, 5.311, 4.161, 4.552, 7.216, 2151, 279, 1663, 283, 54, 14, 269, 5.241, 2.505, 4.947
453332_19-noyabrya.txt, 7.816, 6.688, 4.658, 4.979, 8.626, 3087, 380, 2426, 398, 74, 23, 375, 5.378, 2.578, 5.779
453332_2-obeda.txt, 6.381, 3.131, 3.528, 3.974, 4.935, 2392, 327, 1849, 335, 66, 13, 322, 5.076, 2.484, 3.881
453332_23-noyabrya.txt, 5.522, 4.845, 3.608, 4.044, 6.905, 1899, 247, 1447, 248, 49, 10, 238, 5.061, 2.423, 4.032
453332_3-podviga.txt, 3.98, 4.119, 4.452, 4.892, 5.338, 2034, 282, 1594, 287, 50, 15, 272, 5.74, 2.3, 5.226
453332_33-bogatyrya.txt, 5.087, 4.956, 3.654, 4.18, 6.171, 2437, 321, 1835, 323, 55, 12, 311, 5.873, 2.375, 3.715
453332_ahtung.txt, 3.139, 2.039, 2.204, 2.558, 5.138, 2714, 358, 2030, 363, 87, 7, 356, 4.172, 2.275, 1.928
453332_aktivnyi-otdyh.txt, 2.228, 0.967, 1.179, 0.05, 3.635, 2114, 289, 1593, 298, 69, 0, 298, 4.319, 2.208, 0.0
453332_alena.txt, 3.395, 2.658, 3.838, 4.416, 2.61, 1970, 287, 1519, 301, 41, 10, 291, 7.341, 2.223, 3.322
453332_berlinskaya-znamenitost.txt, 5.055, 5.704, 2.916, 3.306, 6.619, 2766, 349, 2160, 377, 59, 8, 369, 6.39, 2.361, 2.122
453332_breus.txt, 6.523, 5.227, 3.777, 4.282, 6.648, 2002, 266, 1574, 273, 48, 11, 262, 5.688, 2.48, 4.029
453332_bul-bul.txt, 2.625, 2.649, 2.61, 3.021, 4.968, 2131, 285, 1602, 289, 62, 7, 282, 4.661, 2.228, 2.422
453332_chernyi-den.txt, 4.278, 3.664, 2.696, 3.105, 5.143, 2604, 359, 2010, 363, 67, 8, 355, 5.418, 2.328, 2.204
453332_danko.txt, 4.278, 4.324, 1.853, 1.894, 6.334, 2550, 341, 1999, 348, 69, 3, 345, 5.043, 2.336, 0.862
453332_derzost.txt, 2.742, 2.55, 1.844, 1.921, 4.491, 2305, 311, 1795, 329, 67, 3, 326, 4.91, 2.231, 0.912
453332_dom.txt, 3.663, 2.847, 2.523, 2.918, 4.869, 2709, 381, 2047, 371, 76, 8, 363, 4.882, 2.296, 2.156
453332_dovator.txt, 5.731, 5.043, 2.496, 2.846, 6.731, 1636, 209, 1251, 216, 40, 4, 212, 5.4, 2.431, 1.852
453332_dva-tanka.txt, 3.954, 1.28, 2.617, 2.961, 5.178, 2329, 307, 1758, 313, 83, 9, 304, 3.771, 2.342, 2.875
453332_esli-hochesh-pisat-o-geroyah.txt, 10.02, 8.319, 6.207, 5.991, 10.675, 2673, 319, 2077, 323, 62, 28, 295, 5.21, 2.737, 8.669
453332_firmennoye-blyudo.txt, 2.354, 0.098, 1.609, 1.751, 3.211, 2302, 318, 1730, 327, 81, 3, 324, 4.037, 2.223, 0.917
453332_frantsuzhenka.txt, 6.943, 6.342, 3.907, 4.432, 7.714, 2575, 327, 1997, 337, 57, 14, 323, 5.912, 2.504, 4.154
453332_gadanie-na-romashkine.txt, 6.265, 6.011, 5.236, 5.987, 5.959, 3164, 414, 2451, 444, 51, 23, 421, 8.706, 2.394, 5.18
453332_general-zhukov.txt, 7.408, 6.269, 6.331, 6.898, 6.467, 2053, 282, 1572, 279, 35, 21, 258, 7.971, 2.491, 7.527
453332_generaly-protiv-feldmarshalov.txt, 8.563, 9.925, 5.223, 5.732, 11.197, 2531, 289, 1998, 310, 46, 19, 291, 6.739, 2.6, 6.129
453332_gennadii-stalingradovich.txt, 5.539, 4.711, 5.634, 5.495, 7.018, 2166, 267, 1653, 282, 58, 22, 260, 4.862, 2.429, 7.801
453332_golubaya-liniya.txt, 6.513, 4.968, 3.175, 3.659, 5.962, 1896, 243, 1454, 258, 42, 7, 251, 6.143, 2.469, 2.713
453332_gorovets.txt, 3.786, 2.264, 2.869, 3.243, 5.45, 2077, 277, 1614, 286, 69, 9, 277, 4.145, 2.322, 3.147
453332_gospitalnaya.txt, 6.825, 6.78, 5.71, 6.141, 7.583, 3019, 391, 2352, 401, 59, 28, 373, 6.797, 2.476, 6.983
453332_gvardeiskii-appetit.txt, 2.513, 2.659, 2.986, 3.446, 4.269, 2264, 307, 1709, 316, 61, 9, 307, 5.18, 2.209, 2.848
453332_holm-zharkovskii.txt, 3.048, 1.919, 1.93, 2.194, 4.728, 3190, 424, 2429, 440, 102, 6, 434, 4.314, 2.266, 1.364
453332_homuty.txt, 3.946, 2.52, 2.83, 3.263, 3.666, 2032, 277, 1567, 296, 53, 7, 289, 5.585, 2.301, 2.365
453332_horoshi-u-giganta-lapy.txt, 6.921, 5.591, 3.464, 3.965, 7.178, 2107, 268, 1663, 284, 51, 10, 274, 5.569, 2.511, 3.521
453332_imenie.txt, 0.852, 0, 1.233, 1.02, 0.751, 2124, 297, 1584, 323, 83, 1, 322, 3.892, 2.121, 0.31
453332_isparyayutsya.txt, 2.538, 0, 2.265, 2.629, 2.35, 1329, 183, 984, 191, 47, 4, 187, 4.064, 2.236, 2.094
453332_kak-katyusha-katyushei-stala.txt, 4.001, 2.912, 3.39, 3.909, 3.43, 1875, 255, 1404, 269, 42, 8, 261, 6.405, 2.286, 2.974
453332_kak-sotaya-stala-pervoi.txt, 4.899, 2.842, 2.722, 3.144, 4.353, 1839, 242, 1403, 259, 49, 6, 253, 5.286, 2.375, 2.317
453332_kapitan-gastello.txt, 7.95, 7.913, 4.406, 4.878, 9.533, 2584, 318, 2083, 335, 57, 17, 318, 5.877, 2.576, 5.075
453332_kobrik.txt, 7.239, 2.965, 4.984, 4.871, 5.924, 2378, 295, 1822, 319, 74, 22, 297, 4.311, 2.561, 6.897
453332_kolyuchee-slovo.txt, 3.427, 2.707, 3.425, 3.934, 3.766, 2268, 310, 1724, 325, 57, 11, 314, 5.702, 2.262, 3.385
453332_konets-blitskriga.txt, 2.581, 1.873, 2.672, 3.082, 3.24, 1248, 165, 943, 180, 34, 4, 176, 5.294, 2.211, 2.222
453332_krasivyi-v-artillerii.txt, 7.38, 4.453, 5.588, 5.464, 6.732, 2105, 269, 1582, 272, 56, 21, 251, 4.857, 2.559, 7.721
453332_krasnaya-ploshad.txt, 6.52, 6.849, 5.416, 6.046, 7.268, 2814, 370, 2196, 380, 50, 23, 357, 7.6, 2.437, 6.053
453332_krepost.txt, 7.065, 6.37, 4.996, 5.322, 7.927, 1980, 257, 1534, 257, 45, 16, 241, 5.711, 2.518, 6.226
453332_krest-na-perevale.txt, 5.257, 4.529, 3.28, 3.764, 6.176, 2024, 268, 1563, 274, 51, 9, 265, 5.373, 2.398, 3.285
453332_krimgilda.txt, 7.82, 7.995, 5.153, 5.716, 8.863, 3002, 366, 2370, 391, 56, 23, 368, 6.982, 2.542, 5.882
453332_kurskie-solovi.txt, 6.847, 5.759, 3.827, 4.265, 7.741, 1765, 227, 1371, 230, 44, 10, 220, 5.227, 2.513, 4.348
453332_kushevskaya.txt, 6.381, 3.305, 2.957, 3.34, 6.405, 2131, 275, 1604, 277, 65, 9, 268, 4.262, 2.502, 3.249
453332_kutuzov.txt, 7.861, 7.627, 5.713, 6.08, 8.709, 2149, 270, 1702, 281, 43, 20, 261, 6.535, 2.555, 7.117
453332_lesnaya-doroga.txt, 4.276, 3.734, 2.568, 2.974, 6.285, 2161, 278, 1698, 295, 64, 7, 288, 4.609, 2.346, 2.373
453332_liepaya.txt, 5.705, 2.566, 2.003, 2.26, 5.005, 2124, 287, 1627, 293, 64, 4, 289, 4.578, 2.447, 1.365
453332_list-osennii.txt, 4.284, 2.923, 2.651, 3.039, 6.147, 1104, 131, 840, 146, 35, 4, 142, 4.171, 2.356, 2.74
453332_maior-ustinov.txt, 3.687, 3.5, 3.672, 4.131, 5.129, 2313, 309, 1779, 321, 61, 13, 308, 5.262, 2.29, 4.05
453332_moskovskoe-nebo.txt, 5.095, 4.34, 2.593, 2.997, 6.345, 3014, 387, 2350, 409, 81, 9, 400, 5.049, 2.394, 2.2
453332_moskva-irkutsk.txt, 4.528, 3.73, 3.128, 3.601, 5.377, 2420, 326, 1825, 327, 62, 10, 317, 5.274, 2.349, 3.058
453332_mtsensk.txt, 4.499, 2.734, 1.983, 2.163, 4.696, 1279, 175, 944, 172, 35, 2, 170, 4.914, 2.355, 1.163
453332_nadezhnaya-intuitsiya.txt, 7.367, 7.365, 5.547, 5.874, 8.627, 2558, 330, 1999, 330, 53, 23, 307, 6.226, 2.527, 6.97
453332_napishu-iz-moskvy.txt, 6.143, 6.418, 3.72, 4.239, 7.903, 2174, 279, 1693, 284, 49, 11, 273, 5.796, 2.451, 3.873
453332_ne-pustili.txt, 8.874, 8.499, 3.545, 4.085, 9.605, 2454, 300, 1988, 321, 48, 10, 311, 6.688, 2.623, 3.115
453332_neobychnaya-operatsyya.txt, 4.529, 2.561, 3.446, 3.855, 4.71, 2772, 371, 2122, 386, 81, 15, 371, 4.765, 2.36, 3.886
453332_ni-shagu-nazad.txt, 2.72, 1.012, 2.268, 2.633, 3.997, 2447, 326, 1845, 341, 82, 7, 334, 4.159, 2.246, 2.053
453332_nikolaev.txt, 3.27, 1.561, 1.676, 1.88, 5.086, 2021, 260, 1544, 276, 70, 3, 273, 3.943, 2.29, 1.087
453332_obida.txt, 0, 0, 1.009, 0.05, 1.297, 1146, 163, 850, 170, 46, 0, 170, 3.696, 2.065, 0.0
453332_ogorodniki.txt, 2.632, 1.49, 2.36, 2.716, 3.35, 1499, 201, 1129, 214, 44, 4, 210, 4.864, 2.224, 1.869
453332_ohota-na-mamontov.txt, 5.561, 5.25, 3.674, 4.218, 6.29, 2002, 265, 1570, 276, 45, 10, 266, 6.133, 2.402, 3.623
453332_orlovich-voronovich.txt, 3.848, 2.625, 3.749, 4.085, 4.997, 1623, 215, 1232, 222, 48, 10, 212, 4.625, 2.315, 4.505
453332_osnovnoi-i-demonstrativnyi.txt, 7.53, 7.362, 5.933, 6.613, 7.611, 2974, 398, 2356, 406, 49, 27, 379, 8.286, 2.493, 6.65
453332_osobye.txt, 4.862, 2.287, 4.107, 4.314, 4.937, 2757, 363, 2114, 381, 86, 20, 361, 4.43, 2.391, 5.249
453332_ostrov-lyudnikova.txt, 6.202, 5.67, 4.317, 4.845, 6.744, 3919, 548, 3018, 524, 85, 25, 499, 6.165, 2.447, 4.771
453332_otdelnyi-tankovyi-batalion.txt, 6.189, 5.752, 3.348, 3.82, 7.744, 2211, 290, 1711, 287, 55, 10, 277, 5.218, 2.467, 3.484
453332_pamyat.txt, 5.486, 4.841, 4.062, 4.471, 6.67, 2461, 313, 1945, 336, 64, 16, 320, 5.25, 2.417, 4.762
453332_perelomilos.txt, 10.786, 7.694, 7.212, 6.449, 10.322, 1709, 205, 1322, 207, 42, 22, 185, 4.929, 2.797, 10.628
453332_pervye-zalpy.txt, 4.533, 3.117, 3.665, 4.122, 4.716, 2438, 324, 1895, 346, 66, 14, 332, 5.242, 2.35, 4.046
453332_pismo.txt, 2.506, 1.991, 2.835, 3.278, 3.501, 2709, 382, 2056, 389, 75, 10, 379, 5.187, 2.208, 2.571
453332_pobyvali.txt, 4.976, 5.202, 3.502, 4.037, 5.934, 2790, 380, 2172, 387, 59, 12, 375, 6.559, 2.351, 3.101
453332_podvig-kornitskogo.txt, 5.487, 2.84, 2.1, 2.43, 5.961, 2153, 269, 1665, 291, 69, 5, 286, 4.217, 2.44, 1.718
453332_podvig-u-dubosekova.txt, 4.417, 1.555, 2.498, 2.846, 5.599, 1977, 247, 1484, 261, 70, 7, 254, 3.729, 2.375, 2.682
453332_poklon-pobeditelyam.txt, 2.944, 2.848, 3.335, 3.792, 4.634, 2452, 353, 1855, 339, 67, 12, 327, 5.06, 2.242, 3.54
453332_polnym-polno.txt, 6.541, 6.475, 2.891, 3.325, 7.943, 2243, 286, 1772, 297, 51, 7, 290, 5.824, 2.478, 2.357
453332_pushka.txt, 5.705, 5.378, 3.454, 3.961, 6.853, 1930, 249, 1508, 260, 46, 9, 251, 5.652, 2.423, 3.462
453332_ranen-v-boyu-soldat.txt, 1.795, 0, 1.848, 2.1, 2.803, 2625, 364, 2015, 386, 93, 5, 381, 4.151, 2.181, 1.295
453332_redut-tarakulya.txt, 8.181, 4.504, 4.107, 4.274, 7.708, 3062, 391, 2369, 395, 92, 21, 374, 4.293, 2.628, 5.316
453332_ruki-kverhu.txt, 8.112, 7.968, 4.168, 4.566, 10.191, 1976, 236, 1543, 243, 46, 12, 231, 5.283, 2.601, 4.938
453332_rumyantsev.txt, 6.924, 5.551, 3.698, 4.122, 7.728, 2587, 336, 1987, 333, 66, 14, 319, 5.045, 2.523, 4.204
453332_sila.txt, 3.512, 1.988, 3.143, 3.545, 4.451, 2048, 275, 1580, 289, 64, 10, 279, 4.516, 2.294, 3.46
453332_smolenskii-gradoboi.txt, 3.886, 2.604, 1.671, 1.678, 4.944, 1978, 267, 1518, 274, 59, 2, 272, 4.644, 2.318, 0.73
453332_soldatskoe-imya.txt, 4.825, 2.982, 3.381, 3.792, 5.24, 2313, 303, 1770, 317, 67, 12, 305, 4.731, 2.382, 3.785
453332_stalingradskaya-oborona.txt, 7.66, 6.772, 5.451, 5.737, 8.144, 2680, 340, 2079, 347, 58, 24, 323, 5.983, 2.553, 6.916
453332_starichki.txt, 2.38, 3.004, 2.73, 3.03, 3.523, 3815, 536, 2957, 565, 88, 10, 555, 6.42, 2.172, 1.77
453332_sto-vetrov.txt, 7.202, 5.443, 6.26, 7.178, 4.988, 1584, 213, 1191, 227, 20, 13, 214, 11.35, 2.401, 5.727
453332_teberdinskii-nabat.txt, 5.973, 3.069, 4.164, 4.33, 5.982, 2087, 271, 1590, 278, 64, 15, 263, 4.344, 2.471, 5.396
453332_titaev.txt, 4.238, 2.647, 3.358, 3.68, 5.749, 2768, 365, 2133, 375, 89, 15, 360, 4.213, 2.352, 4.0
453332_traktornyi-tankovyi.txt, 4.167, 3.007, 2.878, 3.322, 4.909, 2614, 360, 2009, 364, 73, 10, 354, 4.986, 2.33, 2.747
453332_troe.txt, 2.156, 0.76, 1.532, 1.629, 4.046, 2673, 373, 2040, 376, 94, 3, 373, 4.0, 2.21, 0.798
