filename, Flesch-Kincaid, Coleman-Liau index, Dale-Chale readability formula, readability level (SMOG), Automated Readability Index, # of chars, # of spaces, # of letters, # of words, # of sentences, # of complex words, # of simple words, average # of words per sentence, average # of syllables per sentence, % of complex words
453332_trubka.txt, 4.345, 1.355, 2.112, 2.427, 3.828, 2626, 367, 1987, 370, 83, 6, 364, 4.458, 2.354, 1.622
453332_tulskie-pryaniki.txt, 8.063, 7.505, 4.787, 5.363, 8.403, 1873, 237, 1469, 245, 36, 13, 232, 6.806, 2.563, 5.306
453332_tulupin.txt, 3.312, 0.407, 1.87, 2.157, 3.85, 2529, 338, 1857, 344, 88, 5, 339, 3.909, 2.294, 1.453
453332_vals-dobryanskogo.txt, 3.042, 3.85, 2.403, 2.74, 5.596, 2037, 262, 1579, 281, 54, 5, 276, 5.204, 2.246, 1.779
453332_vniz-i-vverh.txt, 2.61, 1.832, 2.56, 2.965, 4.104, 2992, 405, 2298, 425, 92, 10, 415, 4.62, 2.228, 2.353
453332_vyazma.txt, 4.305, 3.315, 2.97, 3.432, 4.774, 1579, 206, 1211, 221, 41, 6, 215, 5.39, 2.33, 2.715
453332_vyshla-vpered-razvedka.txt, 4.612, 2.731, 2.306, 2.638, 4.673, 2474, 337, 1892, 345, 70, 6, 339, 4.929, 2.362, 1.739
453332_vysoko-v-gorah.txt, 4.477, 2.704, 2.325, 2.676, 4.831, 2358, 325, 1798, 326, 68, 6, 320, 4.794, 2.356, 1.84
453332_zatonyla.txt, 5.437, 5.069, 2.698, 2.957, 5.794, 1758, 230, 1353, 242, 37, 4, 238, 6.541, 2.384, 1.653
453332_zheleznyi-batalion.txt, 4.708, 3.441, 1.849, 2.011, 5.93, 2093, 274, 1607, 282, 61, 3, 279, 4.623, 2.376, 1.064
453332_zlaya-familiya.txt, 5.431, 2.274, 2.864, 3.198, 6.059, 2089, 269, 1582, 275, 71, 9, 266, 3.873, 2.444, 3.273
453332_znai-nashih.txt, 1.693, 0.445, 2.674, 3.082, 2.805, 1581, 226, 1182, 227, 51, 6, 221, 4.451, 2.167, 2.643
453332_znamenityi-dom.txt, 4.91, 4.584, 3.146, 3.61, 5.332, 1693, 226, 1309, 237, 37, 6, 231, 6.405, 2.35, 2.532
453332_zverolovy.txt, 5.76, 4.609, 4.407, 4.905, 5.642, 2748, 361, 2124, 380, 63, 19, 361, 6.032, 2.418, 5.0
97341_I.txt, 3.618, 3.224, 4.263, 4.892, 3.294, 3444, 552, 2621, 508, 70, 21, 487, 7.257, 2.24, 4.134
97341_II.txt, 3.834, 3.392, 3.385, 3.537, 2.945, 5206, 869, 4006, 796, 90, 14, 782, 8.844, 2.22, 1.759
97341_III.txt, 5.004, 4.568, 4.102, 4.719, 4.615, 7829, 1240, 6087, 1138, 147, 41, 1097, 7.741, 2.327, 3.603
97341_IV.txt, 3.322, 2.645, 3.445, 3.973, 3.236, 5488, 903, 4125, 794, 127, 25, 769, 6.252, 2.242, 3.149
97341_IX.txt, 3.067, 2.542, 3.563, 4.107, 2.864, 6816, 1116, 5155, 1007, 152, 32, 975, 6.625, 2.215, 3.178
97341_V.txt, 3.695, 3.023, 3.465, 3.899, 2.859, 7883, 1313, 6001, 1184, 153, 29, 1155, 7.739, 2.235, 2.449
97341_VI.txt, 4.161, 3.358, 3.571, 4.112, 3.669, 12556, 2038, 9660, 1844, 270, 57, 1787, 6.83, 2.288, 3.091
97341_VII.txt, 5.374, 4.968, 3.838, 4.274, 4.741, 5550, 883, 4325, 813, 92, 21, 792, 8.837, 2.328, 2.583
97341_VIII.txt, 5.98, 5.467, 4.511, 5.154, 5.808, 10469, 1651, 8075, 1453, 198, 66, 1387, 7.338, 2.405, 4.542
97341_X.txt, 3.037, 1.576, 3.475, 3.987, 2.453, 9219, 1543, 6917, 1358, 237, 47, 1311, 5.73, 2.233, 3.461
97341_XI.txt, 1.91, 0.078, 2.868, 3.306, 0.797, 4350, 750, 3237, 670, 118, 16, 654, 5.678, 2.155, 2.388
97341_XII.txt, 3.572, 2.072, 3.59, 4.098, 3.079, 9751, 1611, 7301, 1405, 248, 52, 1353, 5.665, 2.273, 3.701
97341_XIII.txt, 3.341, 2.828, 3.789, 4.364, 2.954, 11962, 1951, 9069, 1773, 252, 60, 1713, 7.036, 2.226, 3.384
97341_XIV.txt, 3.855, 3.746, 4.445, 5.096, 3.775, 6825, 1102, 5178, 991, 132, 43, 948, 7.508, 2.251, 4.339
97341_XIX.txt, 3.365, 2.028, 3.565, 4.095, 2.752, 10472, 1733, 7906, 1541, 258, 54, 1487, 5.973, 2.251, 3.504
97341_XV.txt, 4.45, 3.062, 3.558, 4.092, 3.838, 7525, 1213, 5707, 1077, 177, 37, 1040, 6.085, 2.325, 3.435
97341_XVI.txt, 2.964, 1.027, 3.563, 4.011, 2.488, 9362, 1563, 6926, 1351, 264, 53, 1298, 5.117, 2.242, 3.923
97341_XVII.txt, 3.657, 3.11, 4.061, 4.667, 3.283, 9389, 1526, 7184, 1390, 198, 54, 1336, 7.02, 2.248, 3.885
97341_XVIII.txt, 2.692, 0.8, 3.592, 4.119, 1.412, 6588, 1100, 4939, 1004, 170, 36, 968, 5.906, 2.205, 3.586
97341_XX.txt, 1.538, 0, 2.635, 3.05, 1.421, 4535, 747, 3415, 688, 139, 16, 672, 4.95, 2.145, 2.326
97341_XXI.txt, 2.448, 0.356, 3.142, 3.617, 1.487, 4463, 720, 3401, 686, 129, 21, 665, 5.318, 2.201, 3.061
97341_XXII.txt, 2.913, 0.957, 3.678, 4.116, 2.407, 7929, 1330, 5942, 1162, 227, 48, 1114, 5.119, 2.238, 4.131
97341_XXIII.txt, 1.87, 1.386, 2.953, 3.296, 1.431, 3895, 655, 2963, 607, 89, 12, 595, 6.82, 2.127, 1.977
97341_XXIV.txt, 2.117, 1.481, 3.217, 3.659, 1.495, 7828, 1338, 5866, 1200, 174, 29, 1171, 6.897, 2.143, 2.417
